timestamp_ms,current_a,current_uncertainty_a,temperature_proxy_c,measurement_valid,current_calibrated,current_polarity_validated,temperature_measured_at_fuse,model_validated,event
265900,0.000000,0.500000,25.000000,1,1,1,0,1,
266000,0.000000,0.500000,25.000000,1,1,1,0,1,
266100,0.000000,0.500000,25.000000,1,1,1,0,1,
266200,0.000000,0.500000,25.000000,1,1,1,0,1,
266300,0.000000,0.500000,25.000000,1,1,1,0,1,
266400,0.000000,0.500000,25.000000,1,1,1,0,1,
266500,0.000000,0.500000,25.000000,1,1,1,0,1,
266600,0.000000,0.500000,25.000000,1,1,1,0,1,
266700,0.000000,0.500000,25.000000,1,1,1,0,1,
266800,0.000000,0.500000,25.000000,1,1,1,0,1,
266900,0.000000,0.500000,25.000000,1,1,1,0,1,
267000,0.000000,0.500000,25.000000,1,1,1,0,1,
267100,0.000000,0.500000,25.000000,1,1,1,0,1,
267200,0.000000,0.500000,25.000000,1,1,1,0,1,
267300,0.000000,0.500000,25.000000,1,1,1,0,1,
267400,0.000000,0.500000,25.000000,1,1,1,0,1,
267500,0.000000,0.500000,25.000000,1,1,1,0,1,
267600,0.000000,0.500000,25.000000,1,1,1,0,1,
267700,0.000000,0.500000,25.000000,1,1,1,0,1,
267800,0.000000,0.500000,25.000000,1,1,1,0,1,
267900,0.000000,0.500000,25.000000,1,1,1,0,1,
268000,0.000000,0.500000,25.000000,1,1,1,0,1,
268100,0.000000,0.500000,25.000000,1,1,1,0,1,
268200,0.000000,0.500000,25.000000,1,1,1,0,1,
268300,0.000000,0.500000,25.000000,1,1,1,0,1,
268400,0.000000,0.500000,25.000000,1,1,1,0,1,
268500,0.000000,0.500000,25.000000,1,1,1,0,1,
268600,0.000000,0.500000,25.000000,1,1,1,0,1,
268700,0.000000,0.500000,25.000000,1,1,1,0,1,
268800,0.000000,0.500000,25.000000,1,1,1,0,1,
268900,0.000000,0.500000,25.000000,1,1,1,0,1,
269000,0.000000,0.500000,25.000000,1,1,1,0,1,
269100,0.000000,0.500000,25.000000,1,1,1,0,1,
269200,0.000000,0.500000,25.000000,1,1,1,0,1,
269300,0.000000,0.500000,25.000000,1,1,1,0,1,
269400,0.000000,0.500000,25.000000,1,1,1,0,1,
269500,0.000000,0.500000,25.000000,1,1,1,0,1,
269600,0.000000,0.500000,25.000000,1,1,1,0,1,
269700,0.000000,0.500000,25.000000,1,1,1,0,1,
269800,0.000000,0.500000,25.000000,1,1,1,0,1,
269900,0.000000,0.500000,25.000000,1,1,1,0,1,
270000,0.000000,0.500000,25.000000,1,1,1,0,1,
270100,0.000000,0.500000,25.000000,1,1,1,0,1,
270200,0.000000,0.500000,25.000000,1,1,1,0,1,
270300,0.000000,0.500000,25.000000,1,1,1,0,1,
270400,0.000000,0.500000,25.000000,1,1,1,0,1,
270500,0.000000,0.500000,25.000000,1,1,1,0,1,
270600,0.000000,0.500000,25.000000,1,1,1,0,1,
270700,0.000000,0.500000,25.000000,1,1,1,0,1,
270800,0.000000,0.500000,25.000000,1,1,1,0,1,
270900,0.000000,0.500000,25.000000,1,1,1,0,1,
271000,0.000000,0.500000,25.000000,1,1,1,0,1,
271100,0.000000,0.500000,25.000000,1,1,1,0,1,
271200,0.000000,0.500000,25.000000,1,1,1,0,1,
271300,0.000000,0.500000,25.000000,1,1,1,0,1,
271400,0.000000,0.500000,25.000000,1,1,1,0,1,
271500,0.000000,0.500000,25.000000,1,1,1,0,1,
271600,0.000000,0.500000,25.000000,1,1,1,0,1,
271700,0.000000,0.500000,25.000000,1,1,1,0,1,
271800,0.000000,0.500000,25.000000,1,1,1,0,1,
271900,0.000000,0.500000,25.000000,1,1,1,0,1,
272000,0.000000,0.500000,25.000000,1,1,1,0,1,
272100,0.000000,0.500000,25.000000,1,1,1,0,1,
272200,0.000000,0.500000,25.000000,1,1,1,0,1,
272300,0.000000,0.500000,25.000000,1,1,1,0,1,
272400,0.000000,0.500000,25.000000,1,1,1,0,1,
272500,0.000000,0.500000,25.000000,1,1,1,0,1,
272600,0.000000,0.500000,25.000000,1,1,1,0,1,
272700,0.000000,0.500000,25.000000,1,1,1,0,1,
272800,0.000000,0.500000,25.000000,1,1,1,0,1,
272900,0.000000,0.500000,25.000000,1,1,1,0,1,
273000,0.000000,0.500000,25.000000,1,1,1,0,1,
273100,0.000000,0.500000,25.000000,1,1,1,0,1,
273200,0.000000,0.500000,25.000000,1,1,1,0,1,
273300,0.000000,0.500000,25.000000,1,1,1,0,1,
273400,0.000000,0.500000,25.000000,1,1,1,0,1,
273500,0.000000,0.500000,25.000000,1,1,1,0,1,
273600,0.000000,0.500000,25.000000,1,1,1,0,1,
273700,0.000000,0.500000,25.000000,1,1,1,0,1,
273800,0.000000,0.500000,25.000000,1,1,1,0,1,
273900,0.000000,0.500000,25.000000,1,1,1,0,1,
274000,0.000000,0.500000,25.000000,1,1,1,0,1,
274100,0.000000,0.500000,25.000000,1,1,1,0,1,
274200,0.000000,0.500000,25.000000,1,1,1,0,1,
274300,0.000000,0.500000,25.000000,1,1,1,0,1,
274400,0.000000,0.500000,25.000000,1,1,1,0,1,
274500,0.000000,0.500000,25.000000,1,1,1,0,1,
274600,0.000000,0.500000,25.000000,1,1,1,0,1,
274700,0.000000,0.500000,25.000000,1,1,1,0,1,
274800,0.000000,0.500000,25.000000,1,1,1,0,1,
274900,0.000000,0.500000,25.000000,1,1,1,0,1,
275000,0.000000,0.500000,25.000000,1,1,1,0,1,
275100,0.000000,0.500000,25.000000,1,1,1,0,1,
275200,0.000000,0.500000,25.000000,1,1,1,0,1,
275300,0.000000,0.500000,25.000000,1,1,1,0,1,
275400,0.000000,0.500000,25.000000,1,1,1,0,1,
275500,0.000000,0.500000,25.000000,1,1,1,0,1,
275600,0.000000,0.500000,25.000000,1,1,1,0,1,
275700,0.000000,0.500000,25.000000,1,1,1,0,1,
275800,0.000000,0.500000,25.000000,1,1,1,0,1,
275900,0.000000,0.500000,25.000000,1,1,1,0,1,
276000,0.000000,0.500000,25.000000,1,1,1,0,1,
276100,0.000000,0.500000,25.000000,1,1,1,0,1,
276200,0.000000,0.500000,25.000000,1,1,1,0,1,
276300,0.000000,0.500000,25.000000,1,1,1,0,1,
276400,0.000000,0.500000,25.000000,1,1,1,0,1,
276500,0.000000,0.500000,25.000000,1,1,1,0,1,
276600,0.000000,0.500000,25.000000,1,1,1,0,1,
276700,0.000000,0.500000,25.000000,1,1,1,0,1,
276800,0.000000,0.500000,25.000000,1,1,1,0,1,
276900,0.000000,0.500000,25.000000,1,1,1,0,1,
277000,0.000000,0.500000,25.000000,1,1,1,0,1,
277100,0.000000,0.500000,25.000000,1,1,1,0,1,
277200,0.000000,0.500000,25.000000,1,1,1,0,1,
277300,0.000000,0.500000,25.000000,1,1,1,0,1,
277400,0.000000,0.500000,25.000000,1,1,1,0,1,
277500,0.000000,0.500000,25.000000,1,1,1,0,1,
277600,0.000000,0.500000,25.000000,1,1,1,0,1,
277700,0.000000,0.500000,25.000000,1,1,1,0,1,
277800,0.000000,0.500000,25.000000,1,1,1,0,1,
277900,0.000000,0.500000,25.000000,1,1,1,0,1,
278000,0.000000,0.500000,25.000000,1,1,1,0,1,
278100,0.000000,0.500000,25.000000,1,1,1,0,1,
278200,0.000000,0.500000,25.000000,1,1,1,0,1,
278300,0.000000,0.500000,25.000000,1,1,1,0,1,
278400,0.000000,0.500000,25.000000,1,1,1,0,1,
278500,0.000000,0.500000,25.000000,1,1,1,0,1,
278600,0.000000,0.500000,25.000000,1,1,1,0,1,
278700,0.000000,0.500000,25.000000,1,1,1,0,1,
278800,0.000000,0.500000,25.000000,1,1,1,0,1,
278900,0.000000,0.500000,25.000000,1,1,1,0,1,
279000,0.000000,0.500000,25.000000,1,1,1,0,1,
279100,0.000000,0.500000,25.000000,1,1,1,0,1,
279200,0.000000,0.500000,25.000000,1,1,1,0,1,
279300,0.000000,0.500000,25.000000,1,1,1,0,1,
279400,0.000000,0.500000,25.000000,1,1,1,0,1,
279500,0.000000,0.500000,25.000000,1,1,1,0,1,
279600,0.000000,0.500000,25.000000,1,1,1,0,1,
279700,0.000000,0.500000,25.000000,1,1,1,0,1,
279800,0.000000,0.500000,25.000000,1,1,1,0,1,
279900,0.000000,0.500000,25.000000,1,1,1,0,1,
280000,0.000000,0.500000,25.000000,1,1,1,0,1,
280100,0.000000,0.500000,25.000000,1,1,1,0,1,
280200,0.000000,0.500000,25.000000,1,1,1,0,1,
280300,0.000000,0.500000,25.000000,1,1,1,0,1,
280400,0.000000,0.500000,25.000000,1,1,1,0,1,
280500,0.000000,0.500000,25.000000,1,1,1,0,1,
280600,0.000000,0.500000,25.000000,1,1,1,0,1,
280700,0.000000,0.500000,25.000000,1,1,1,0,1,
280800,0.000000,0.500000,25.000000,1,1,1,0,1,
280900,0.000000,0.500000,25.000000,1,1,1,0,1,
281000,0.000000,0.500000,25.000000,1,1,1,0,1,
281100,0.000000,0.500000,25.000000,1,1,1,0,1,
281200,0.000000,0.500000,25.000000,1,1,1,0,1,
281300,0.000000,0.500000,25.000000,1,1,1,0,1,
281400,0.000000,0.500000,25.000000,1,1,1,0,1,
281500,0.000000,0.500000,25.000000,1,1,1,0,1,
281600,0.000000,0.500000,25.000000,1,1,1,0,1,
281700,0.000000,0.500000,25.000000,1,1,1,0,1,
281800,0.000000,0.500000,25.000000,1,1,1,0,1,
281900,0.000000,0.500000,25.000000,1,1,1,0,1,
282000,0.000000,0.500000,25.000000,1,1,1,0,1,
282100,0.000000,0.500000,25.000000,1,1,1,0,1,
282200,0.000000,0.500000,25.000000,1,1,1,0,1,
282300,0.000000,0.500000,25.000000,1,1,1,0,1,
282400,0.000000,0.500000,25.000000,1,1,1,0,1,
282500,0.000000,0.500000,25.000000,1,1,1,0,1,
282600,0.000000,0.500000,25.000000,1,1,1,0,1,
282700,0.000000,0.500000,25.000000,1,1,1,0,1,
282800,0.000000,0.500000,25.000000,1,1,1,0,1,
282900,0.000000,0.500000,25.000000,1,1,1,0,1,
283000,0.000000,0.500000,25.000000,1,1,1,0,1,
283100,0.000000,0.500000,25.000000,1,1,1,0,1,
283200,0.000000,0.500000,25.000000,1,1,1,0,1,
283300,0.000000,0.500000,25.000000,1,1,1,0,1,
283400,0.000000,0.500000,25.000000,1,1,1,0,1,
283500,0.000000,0.500000,25.000000,1,1,1,0,1,
283600,0.000000,0.500000,25.000000,1,1,1,0,1,
283700,0.000000,0.500000,25.000000,1,1,1,0,1,
283800,0.000000,0.500000,25.000000,1,1,1,0,1,
283900,0.000000,0.500000,25.000000,1,1,1,0,1,
284000,0.000000,0.500000,25.000000,1,1,1,0,1,
284100,0.000000,0.500000,25.000000,1,1,1,0,1,
284200,0.000000,0.500000,25.000000,1,1,1,0,1,
284300,0.000000,0.500000,25.000000,1,1,1,0,1,
284400,0.000000,0.500000,25.000000,1,1,1,0,1,
284500,0.000000,0.500000,25.000000,1,1,1,0,1,
284600,0.000000,0.500000,25.000000,1,1,1,0,1,
284700,0.000000,0.500000,25.000000,1,1,1,0,1,
284800,0.000000,0.500000,25.000000,1,1,1,0,1,
284900,0.000000,0.500000,25.000000,1,1,1,0,1,
285000,0.000000,0.500000,25.000000,1,1,1,0,1,
285100,0.000000,0.500000,25.000000,1,1,1,0,1,
285200,0.000000,0.500000,25.000000,1,1,1,0,1,
285300,0.000000,0.500000,25.000000,1,1,1,0,1,
285400,0.000000,0.500000,25.000000,1,1,1,0,1,
285500,0.000000,0.500000,25.000000,1,1,1,0,1,
285600,0.000000,0.500000,25.000000,1,1,1,0,1,
285700,0.000000,0.500000,25.000000,1,1,1,0,1,
285800,0.000000,0.500000,25.000000,1,1,1,0,1,
285900,0.000000,0.500000,25.000000,1,1,1,0,1,
286000,0.000000,0.500000,25.000000,1,1,1,0,1,
286100,0.000000,0.500000,25.000000,1,1,1,0,1,
286200,0.000000,0.500000,25.000000,1,1,1,0,1,
286300,0.000000,0.500000,25.000000,1,1,1,0,1,
286400,0.000000,0.500000,25.000000,1,1,1,0,1,
286500,0.000000,0.500000,25.000000,1,1,1,0,1,
286600,0.000000,0.500000,25.000000,1,1,1,0,1,
286700,0.000000,0.500000,25.000000,1,1,1,0,1,
286800,0.000000,0.500000,25.000000,1,1,1,0,1,
286900,0.000000,0.500000,25.000000,1,1,1,0,1,
287000,0.000000,0.500000,25.000000,1,1,1,0,1,
287100,0.000000,0.500000,25.000000,1,1,1,0,1,
287200,0.000000,0.500000,25.000000,1,1,1,0,1,
287300,0.000000,0.500000,25.000000,1,1,1,0,1,
287400,0.000000,0.500000,25.000000,1,1,1,0,1,
287500,0.000000,0.500000,25.000000,1,1,1,0,1,
287600,0.000000,0.500000,25.000000,1,1,1,0,1,
287700,0.000000,0.500000,25.000000,1,1,1,0,1,
287800,0.000000,0.500000,25.000000,1,1,1,0,1,
287900,0.000000,0.500000,25.000000,1,1,1,0,1,
288000,0.000000,0.500000,25.000000,1,1,1,0,1,
288100,0.000000,0.500000,25.000000,1,1,1,0,1,
288200,0.000000,0.500000,25.000000,1,1,1,0,1,
288300,0.000000,0.500000,25.000000,1,1,1,0,1,
288400,0.000000,0.500000,25.000000,1,1,1,0,1,
288500,0.000000,0.500000,25.000000,1,1,1,0,1,
288600,0.000000,0.500000,25.000000,1,1,1,0,1,
288700,0.000000,0.500000,25.000000,1,1,1,0,1,
288800,0.000000,0.500000,25.000000,1,1,1,0,1,
288900,0.000000,0.500000,25.000000,1,1,1,0,1,
289000,0.000000,0.500000,25.000000,1,1,1,0,1,
289100,0.000000,0.500000,25.000000,1,1,1,0,1,
289200,0.000000,0.500000,25.000000,1,1,1,0,1,
289300,0.000000,0.500000,25.000000,1,1,1,0,1,
289400,0.000000,0.500000,25.000000,1,1,1,0,1,
289500,0.000000,0.500000,25.000000,1,1,1,0,1,
289600,0.000000,0.500000,25.000000,1,1,1,0,1,
289700,0.000000,0.500000,25.000000,1,1,1,0,1,
289800,0.000000,0.500000,25.000000,1,1,1,0,1,
289900,0.000000,0.500000,25.000000,1,1,1,0,1,
290000,0.000000,0.500000,25.000000,1,1,1,0,1,
290100,0.000000,0.500000,25.000000,1,1,1,0,1,
290200,0.000000,0.500000,25.000000,1,1,1,0,1,
290300,0.000000,0.500000,25.000000,1,1,1,0,1,
290400,0.000000,0.500000,25.000000,1,1,1,0,1,
290500,0.000000,0.500000,25.000000,1,1,1,0,1,
290600,0.000000,0.500000,25.000000,1,1,1,0,1,
290700,0.000000,0.500000,25.000000,1,1,1,0,1,
290800,0.000000,0.500000,25.000000,1,1,1,0,1,
290900,0.000000,0.500000,25.000000,1,1,1,0,1,
291000,0.000000,0.500000,25.000000,1,1,1,0,1,
291100,0.000000,0.500000,25.000000,1,1,1,0,1,
291200,0.000000,0.500000,25.000000,1,1,1,0,1,
291300,0.000000,0.500000,25.000000,1,1,1,0,1,
291400,0.000000,0.500000,25.000000,1,1,1,0,1,
291500,0.000000,0.500000,25.000000,1,1,1,0,1,
291600,0.000000,0.500000,25.000000,1,1,1,0,1,
291700,0.000000,0.500000,25.000000,1,1,1,0,1,
291800,0.000000,0.500000,25.000000,1,1,1,0,1,
291900,0.000000,0.500000,25.000000,1,1,1,0,1,
292000,0.000000,0.500000,25.000000,1,1,1,0,1,
292100,0.000000,0.500000,25.000000,1,1,1,0,1,
292200,0.000000,0.500000,25.000000,1,1,1,0,1,
292300,0.000000,0.500000,25.000000,1,1,1,0,1,
292400,0.000000,0.500000,25.000000,1,1,1,0,1,
292500,0.000000,0.500000,25.000000,1,1,1,0,1,
292600,0.000000,0.500000,25.000000,1,1,1,0,1,
292700,0.000000,0.500000,25.000000,1,1,1,0,1,
292800,0.000000,0.500000,25.000000,1,1,1,0,1,
292900,0.000000,0.500000,25.000000,1,1,1,0,1,
293000,0.000000,0.500000,25.000000,1,1,1,0,1,
293100,0.000000,0.500000,25.000000,1,1,1,0,1,
293200,0.000000,0.500000,25.000000,1,1,1,0,1,
293300,0.000000,0.500000,25.000000,1,1,1,0,1,
293400,0.000000,0.500000,25.000000,1,1,1,0,1,
293500,0.000000,0.500000,25.000000,1,1,1,0,1,
293600,0.000000,0.500000,25.000000,1,1,1,0,1,
293700,0.000000,0.500000,25.000000,1,1,1,0,1,
293800,0.000000,0.500000,25.000000,1,1,1,0,1,
293900,0.000000,0.500000,25.000000,1,1,1,0,1,
294000,0.000000,0.500000,25.000000,1,1,1,0,1,
294100,0.000000,0.500000,25.000000,1,1,1,0,1,
294200,0.000000,0.500000,25.000000,1,1,1,0,1,
294300,0.000000,0.500000,25.000000,1,1,1,0,1,
294400,0.000000,0.500000,25.000000,1,1,1,0,1,
294500,0.000000,0.500000,25.000000,1,1,1,0,1,
294600,0.000000,0.500000,25.000000,1,1,1,0,1,
294700,0.000000,0.500000,25.000000,1,1,1,0,1,
294800,0.000000,0.500000,25.000000,1,1,1,0,1,
294900,0.000000,0.500000,25.000000,1,1,1,0,1,
295000,0.000000,0.500000,25.000000,1,1,1,0,1,
295100,0.000000,0.500000,25.000000,1,1,1,0,1,
295200,0.000000,0.500000,25.000000,1,1,1,0,1,
295300,0.000000,0.500000,25.000000,1,1,1,0,1,
295400,0.000000,0.500000,25.000000,1,1,1,0,1,
295500,0.000000,0.500000,25.000000,1,1,1,0,1,
295600,0.000000,0.500000,25.000000,1,1,1,0,1,
295700,0.000000,0.500000,25.000000,1,1,1,0,1,
295800,0.000000,0.500000,25.000000,1,1,1,0,1,
295900,0.000000,0.500000,25.000000,1,1,1,0,1,
296000,0.000000,0.500000,25.000000,1,1,1,0,1,
296100,0.000000,0.500000,25.000000,1,1,1,0,1,
296200,0.000000,0.500000,25.000000,1,1,1,0,1,
296300,0.000000,0.500000,25.000000,1,1,1,0,1,
296400,0.000000,0.500000,25.000000,1,1,1,0,1,
296500,0.000000,0.500000,25.000000,1,1,1,0,1,
296600,0.000000,0.500000,25.000000,1,1,1,0,1,
296700,0.000000,0.500000,25.000000,1,1,1,0,1,
296800,0.000000,0.500000,25.000000,1,1,1,0,1,
296900,0.000000,0.500000,25.000000,1,1,1,0,1,
297000,0.000000,0.500000,25.000000,1,1,1,0,1,
297100,0.000000,0.500000,25.000000,1,1,1,0,1,
297200,0.000000,0.500000,25.000000,1,1,1,0,1,
297300,0.000000,0.500000,25.000000,1,1,1,0,1,
297400,0.000000,0.500000,25.000000,1,1,1,0,1,
297500,0.000000,0.500000,25.000000,1,1,1,0,1,
297600,0.000000,0.500000,25.000000,1,1,1,0,1,
297700,0.000000,0.500000,25.000000,1,1,1,0,1,
297800,0.000000,0.500000,25.000000,1,1,1,0,1,
297900,0.000000,0.500000,25.000000,1,1,1,0,1,
298000,0.000000,0.500000,25.000000,1,1,1,0,1,
298100,0.000000,0.500000,25.000000,1,1,1,0,1,
298200,0.000000,0.500000,25.000000,1,1,1,0,1,
298300,0.000000,0.500000,25.000000,1,1,1,0,1,
298400,0.000000,0.500000,25.000000,1,1,1,0,1,
298500,0.000000,0.500000,25.000000,1,1,1,0,1,
298600,0.000000,0.500000,25.000000,1,1,1,0,1,
298700,0.000000,0.500000,25.000000,1,1,1,0,1,
298800,0.000000,0.500000,25.000000,1,1,1,0,1,
298900,0.000000,0.500000,25.000000,1,1,1,0,1,
299000,0.000000,0.500000,25.000000,1,1,1,0,1,
299100,0.000000,0.500000,25.000000,1,1,1,0,1,
299200,0.000000,0.500000,25.000000,1,1,1,0,1,
299300,0.000000,0.500000,25.000000,1,1,1,0,1,
299400,0.000000,0.500000,25.000000,1,1,1,0,1,
299500,0.000000,0.500000,25.000000,1,1,1,0,1,
299600,0.000000,0.500000,25.000000,1,1,1,0,1,
299700,0.000000,0.500000,25.000000,1,1,1,0,1,
299800,0.000000,0.500000,25.000000,1,1,1,0,1,
299900,0.000000,0.500000,25.000000,1,1,1,0,1,
300000,0.000000,0.500000,25.000000,1,1,1,0,1,
300100,0.000000,0.500000,25.000000,1,1,1,0,1,
300200,0.000000,0.500000,25.000000,1,1,1,0,1,
300300,0.000000,0.500000,25.000000,1,1,1,0,1,
300400,0.000000,0.500000,25.000000,1,1,1,0,1,
300500,0.000000,0.500000,25.000000,1,1,1,0,1,
300600,0.000000,0.500000,25.000000,1,1,1,0,1,
300700,0.000000,0.500000,25.000000,1,1,1,0,1,
300800,0.000000,0.500000,25.000000,1,1,1,0,1,
300900,0.000000,0.500000,25.000000,1,1,1,0,1,
301000,0.000000,0.500000,25.000000,1,1,1,0,1,
301100,0.000000,0.500000,25.000000,1,1,1,0,1,
301200,0.000000,0.500000,25.000000,1,1,1,0,1,
301300,0.000000,0.500000,25.000000,1,1,1,0,1,
301400,0.000000,0.500000,25.000000,1,1,1,0,1,
301500,0.000000,0.500000,25.000000,1,1,1,0,1,
301600,0.000000,0.500000,25.000000,1,1,1,0,1,
301700,0.000000,0.500000,25.000000,1,1,1,0,1,
301800,0.000000,0.500000,25.000000,1,1,1,0,1,
301900,0.000000,0.500000,25.000000,1,1,1,0,1,
302000,0.000000,0.500000,25.000000,1,1,1,0,1,
302100,0.000000,0.500000,25.000000,1,1,1,0,1,
302200,0.000000,0.500000,25.000000,1,1,1,0,1,
302300,0.000000,0.500000,25.000000,1,1,1,0,1,
302400,0.000000,0.500000,25.000000,1,1,1,0,1,
302500,0.000000,0.500000,25.000000,1,1,1,0,1,
302600,0.000000,0.500000,25.000000,1,1,1,0,1,
302700,0.000000,0.500000,25.000000,1,1,1,0,1,
302800,0.000000,0.500000,25.000000,1,1,1,0,1,
302900,0.000000,0.500000,25.000000,1,1,1,0,1,
303000,0.000000,0.500000,25.000000,1,1,1,0,1,
303100,0.000000,0.500000,25.000000,1,1,1,0,1,
303200,0.000000,0.500000,25.000000,1,1,1,0,1,
303300,0.000000,0.500000,25.000000,1,1,1,0,1,
303400,0.000000,0.500000,25.000000,1,1,1,0,1,
303500,0.000000,0.500000,25.000000,1,1,1,0,1,
303600,0.000000,0.500000,25.000000,1,1,1,0,1,
303700,0.000000,0.500000,25.000000,1,1,1,0,1,
303800,0.000000,0.500000,25.000000,1,1,1,0,1,
303900,0.000000,0.500000,25.000000,1,1,1,0,1,
304000,0.000000,0.500000,25.000000,1,1,1,0,1,
304100,0.000000,0.500000,25.000000,1,1,1,0,1,
304200,0.000000,0.500000,25.000000,1,1,1,0,1,
304300,0.000000,0.500000,25.000000,1,1,1,0,1,
304400,0.000000,0.500000,25.000000,1,1,1,0,1,
304500,0.000000,0.500000,25.000000,1,1,1,0,1,
304600,0.000000,0.500000,25.000000,1,1,1,0,1,
304700,0.000000,0.500000,25.000000,1,1,1,0,1,
304800,0.000000,0.500000,25.000000,1,1,1,0,1,
304900,0.000000,0.500000,25.000000,1,1,1,0,1,
305000,95.000000,0.500000,25.000000,1,1,1,0,1,
305100,95.000000,0.500000,25.001800,1,1,1,0,1,
305200,95.000000,0.500000,25.003600,1,1,1,0,1,
305300,95.000000,0.500000,25.005400,1,1,1,0,1,
305400,95.000000,0.500000,25.007200,1,1,1,0,1,
305500,95.000000,0.500000,25.009000,1,1,1,0,1,
305600,95.000000,0.500000,25.010800,1,1,1,0,1,
305700,95.000000,0.500000,25.012600,1,1,1,0,1,
305800,95.000000,0.500000,25.014400,1,1,1,0,1,
305900,95.000000,0.500000,25.016200,1,1,1,0,1,
306000,95.000000,0.500000,25.018000,1,1,1,0,1,
306100,95.000000,0.500000,25.019800,1,1,1,0,1,
306200,95.000000,0.500000,25.021600,1,1,1,0,1,
306300,95.000000,0.500000,25.023400,1,1,1,0,1,
306400,95.000000,0.500000,25.025200,1,1,1,0,1,
306500,95.000000,0.500000,25.027000,1,1,1,0,1,
306600,95.000000,0.500000,25.028800,1,1,1,0,1,
306700,95.000000,0.500000,25.030600,1,1,1,0,1,
306800,95.000000,0.500000,25.032400,1,1,1,0,1,
306900,95.000000,0.500000,25.034200,1,1,1,0,1,
307000,68.000000,0.500000,25.036000,1,1,1,0,1,
307100,68.000000,0.500000,25.037800,1,1,1,0,1,
307200,68.000000,0.500000,25.039600,1,1,1,0,1,
307300,68.000000,0.500000,25.041400,1,1,1,0,1,
307400,68.000000,0.500000,25.043200,1,1,1,0,1,
307500,68.000000,0.500000,25.045000,1,1,1,0,1,
307600,68.000000,0.500000,25.046800,1,1,1,0,1,
307700,68.000000,0.500000,25.048600,1,1,1,0,1,
307800,68.000000,0.500000,25.050400,1,1,1,0,1,
307900,68.000000,0.500000,25.052200,1,1,1,0,1,
308000,68.000000,0.500000,25.054000,1,1,1,0,1,
308100,68.000000,0.500000,25.055800,1,1,1,0,1,
308200,68.000000,0.500000,25.057600,1,1,1,0,1,
308300,68.000000,0.500000,25.059400,1,1,1,0,1,
308400,68.000000,0.500000,25.061200,1,1,1,0,1,
308500,68.000000,0.500000,25.063000,1,1,1,0,1,
308600,68.000000,0.500000,25.064800,1,1,1,0,1,
308700,68.000000,0.500000,25.066600,1,1,1,0,1,
308800,68.000000,0.500000,25.068400,1,1,1,0,1,
308900,68.000000,0.500000,25.070200,1,1,1,0,1,
309000,68.000000,0.500000,25.072000,1,1,1,0,1,
309100,68.000000,0.500000,25.073800,1,1,1,0,1,
309200,68.000000,0.500000,25.075600,1,1,1,0,1,
309300,68.000000,0.500000,25.077400,1,1,1,0,1,
309400,68.000000,0.500000,25.079200,1,1,1,0,1,
309500,68.000000,0.500000,25.081000,1,1,1,0,1,
309600,68.000000,0.500000,25.082800,1,1,1,0,1,
309700,68.000000,0.500000,25.084600,1,1,1,0,1,
309800,68.000000,0.500000,25.086400,1,1,1,0,1,
309900,68.000000,0.500000,25.088200,1,1,1,0,1,
310000,-25.000000,0.500000,25.090000,1,1,1,0,1,
310100,-25.000000,0.500000,25.091800,1,1,1,0,1,
310200,-25.000000,0.500000,25.093600,1,1,1,0,1,
310300,-25.000000,0.500000,25.095400,1,1,1,0,1,
310400,-25.000000,0.500000,25.097200,1,1,1,0,1,
310500,-25.000000,0.500000,25.099000,1,1,1,0,1,
310600,-25.000000,0.500000,25.100800,1,1,1,0,1,
310700,-25.000000,0.500000,25.102600,1,1,1,0,1,
310800,-25.000000,0.500000,25.104400,1,1,1,0,1,
310900,-25.000000,0.500000,25.106200,1,1,1,0,1,
311000,55.000000,0.500000,25.108000,1,1,1,0,1,
311100,55.000000,0.500000,25.109800,1,1,1,0,1,
311200,55.000000,0.500000,25.111600,1,1,1,0,1,
311300,55.000000,0.500000,25.113400,1,1,1,0,1,
311400,55.000000,0.500000,25.115200,1,1,1,0,1,
311500,55.000000,0.500000,25.117000,1,1,1,0,1,
311600,55.000000,0.500000,25.118800,1,1,1,0,1,
311700,55.000000,0.500000,25.120600,1,1,1,0,1,
311800,55.000000,0.500000,25.122400,1,1,1,0,1,
311900,55.000000,0.500000,25.124200,1,1,1,0,1,
312000,55.000000,0.500000,25.126000,1,1,1,0,1,
312100,55.000000,0.500000,25.127800,1,1,1,0,1,
312200,55.000000,0.500000,25.129600,1,1,1,0,1,
312300,55.000000,0.500000,25.131400,1,1,1,0,1,
312400,55.000000,0.500000,25.133200,1,1,1,0,1,
312500,55.000000,0.500000,25.135000,1,1,1,0,1,
312600,55.000000,0.500000,25.136800,1,1,1,0,1,
312700,55.000000,0.500000,25.138600,1,1,1,0,1,
312800,55.000000,0.500000,25.140400,1,1,1,0,1,
312900,55.000000,0.500000,25.142200,1,1,1,0,1,
313000,55.000000,0.500000,25.144000,1,1,1,0,1,
313100,55.000000,0.500000,25.145800,1,1,1,0,1,
313200,55.000000,0.500000,25.147600,1,1,1,0,1,
313300,55.000000,0.500000,25.149400,1,1,1,0,1,
313400,55.000000,0.500000,25.151200,1,1,1,0,1,
313500,55.000000,0.500000,25.153000,1,1,1,0,1,
313600,55.000000,0.500000,25.154800,1,1,1,0,1,
313700,55.000000,0.500000,25.156600,1,1,1,0,1,
